q1,q2,q3,q4,q5,q6,q7,q41,q66,q77,q85,q86
6,2,4,2,E,1.78,136.08,1,,4,4,5
3,1,1,1,E,1.63,70.31,1,,8,3,5
4,2,1,1,A,1.65,55.79,1,,3,1,4
3,1,1,1,E,1.65,54.89,1,,6,3,4
4,1,2,2,DE,1.6,52.16,1,,6,1,3
6,1,4,1,,1.57,47.63,1,,6,4,2
2,2,1,1,E,1.73,86.18,1,,3,2,4
3,2,1,2,E,1.6,64.41,1,,6,3,4
4,1,1,2,B,1.57,43.09,1,,4,4,4
5,1,3,2,C,1.7,53.98,1,,8,4,3
3,2,,1,E,1.75,65.77,2,,8,4,3
2,2,1,1,D,1.63,44.91,1,,8,2,5
3,2,1,1,E,1.8,58.97,1,,1,1,6
3,2,1,2,B,1.68,71.67,2,,1,2,1
6,2,4,2,A,1.75,47.17,2,,3,1,4
4,1,2,1,E,1.52,58.97,1,,6,5,2
3,1,1,1,F,1.55,41.28,1,,4,2,5
6,2,,,C,1.78,56.7,,,2,4,6
3,2,1,2,E,1.73,54.43,1,,8,2,5
5,1,3,1,D,1.55,58.06,2,,5,3,4
3,1,1,2,B,1.63,57.15,1,,8,3,4
3,1,1,2,CD,1.73,72.58,1,,6,2,2
6,1,4,1,E,1.6,86.18,1,,6,4,4
5,2,4,1,,1.6,58.51,1,,6,3,4
3,1,1,2,B  E,1.63,44,1,,7,1,3
3,1,1,2,E,1.63,52.16,1,,8,2,3
3,2,1,1,B,1.68,110.22,2,,1,1,1
3,1,1,1,BCD,1.52,54.89,2,,5,4,3
6,1,4,1,B DE,1.63,49.9,3,,2,4,4
4,1,1,2,B,1.65,89.36,1,,3,3,2
4,2,2,2,B  E,1.73,48.08,1,,7,1,5
1,1,1,1,A,1.6,52.16,,,3,2,2
4,2,2,2,E,1.73,59.42,1,,,4,3
4,2,2,1,D,1.75,71.22,1,,5,1,4
4,2,2,2,B,1.63,41.28,1,,4,2,5
4,2,2,2,B,1.65,61.24,1,,3,4,5
5,2,2,2,B,1.63,62.14,1,,1,2,4
4,2,2,2,B,1.8,54.43,1,,4,2,4
4,2,2,1,E,1.78,58.51,1,,7,1,4
5,1,3,2,B D,1.63,86.18,1,,8,3,2
4,2,2,1,E,1.7,61.24,1,,8,1,5
4,2,2,2,B,1.68,60.33,1,,8,4,5
4,2,2,2,B  E,1.57,49.44,1,,7,2,3
4,2,2,2,B,1.73,57.15,2,,6,3,3
4,1,2,2,B,1.63,47.63,1,,6,3,3
3,1,1,2,B,1.55,49.9,1,,1,2,2
2,2,1,2,B,1.75,61.24,1,,8,1,7
3,2,1,2,B,1.7,54.89,1,,,3,6
3,2,1,2,B,1.68,56.7,1,,8,2,4
3,2,1,2,B,1.68,48.54,1,,8,4,2
3,2,1,2,B,1.6,62.6,1,,4,2,3
3,2,1,2,B,1.63,54.43,1,,6,2,5
3,2,1,2,B,1.63,56.7,1,,8,2,5
2,1,1,2,C,,,1,,4,2,3
3,2,1,2,B,1.7,74.39,1,,2,5,5
3,1,1,2,C,1.47,43.55,1,,6,2,4
3,1,1,2,,1.68,72.58,1,,4,4,3
3,2,1,2,E,1.68,72.58,1,,8,1,4
3,1,1,2,B,,,1,,1,3,6
3,2,1,2,C E,1.73,77.57,1,,8,3,3
3,2,1,2,C,1.73,95.26,1,,1,1,6
3,2,1,2,BC,1.78,77.57,2,,8,1,4
3,1,1,2,B D,1.68,50.8,2,,7,4,2
3,1,1,1,B D,1.5,37.65,1,,6,3,4
3,2,1,2,C,1.63,52.16,1,,8,1,5
3,2,1,1,B,1.68,73.94,2,,6,3,4
4,1,1,2,BC E,1.68,48.54,1,,7,3,4
3,2,1,1,,1.75,78.47,1,,6,3,5
3,2,1,1,,,,1,,6,,
5,2,3,2,C,1.83,99.34,2,4,3,1,4
5,2,3,2,C,1.73,85.73,1,4,8,3,2
5,2,3,2,C,1.8,88.45,1,3,4,1,4
5,1,3,2,C,1.7,49.44,1,3,3,1,3
5,1,3,2,C,,,1,3,3,2,3
5,2,3,2,D,1.83,73.48,1,2,1,1,
5,2,3,2,C,1.68,55.34,1,4,1,4,5
6,2,3,2,C,1.73,87.09,1,3,1,1,1
6,1,3,2,C,1.57,69.85,4,3,5,2,3
6,1,3,2,C,1.7,50.8,,2,2,2,2
6,1,3,2,C,1.65,49.9,1,3,3,1,3
5,1,3,2,C,1.63,52.16,1,1,6,2,3
5,2,3,2,C,1.83,72.58,1,3,8,3,4
5,2,3,2,C,1.73,120.66,1,3,5,1,5
6,2,3,2,C,1.7,116.58,1,3,3,2,5
6,1,3,2,C,1.6,104.33,1,5,3,3,3
5,2,3,2,C,1.75,104.33,1,3,3,3,2
5,2,3,2,C,1.9,60.78,1,2,1,1,4
5,2,3,2,C,1.75,85.73,1,3,8,1,1
3,1,1,2,C,1.57,47.17,1,3,1,1,5
3,2,1,1,D,1.65,63.5,1,3,1,1,1
4,2,1,2,C,1.8,95.26,1,3,,,
4,2,1,2,C,1.8,56.7,1,3,6,1,6
4,2,1,2,A C,1.7,66.23,1,3,8,3,4
3,1,1,2,C,1.6,49.9,2,3,3,3,4
3,1,1,2,C,1.55,54.89,2,3,1,4,1
3,1,1,2,C,1.57,71.22,1,3,6,1,7
4,2,1,2,C,1.85,113.4,1,4,4,2,3
4,1,1,2,A,1.6,68.04,1,4,4,4,1
3,1,1,2,C,1.57,54.43,1,4,8,3,1
4,2,1,2,C,1.83,58.97,1,2,1,1,5
3,1,1,2,C,1.75,70.31,1,3,1,4,7
5,2,2,2,C,1.7,170.55,1,3,1,1,1
3,1,1,2,C E,1.63,75.75,1,4,3,4,6
4,1,,2,C,1.63,75.75,1,3,2,2,6
3,1,1,2,C,1.65,71.67,2,3,2,3,5
4,2,1,1,,,,1,3,2,2,4
4,1,1,2,C,1.6,52.62,1,3,1,1,6
3,1,1,2,C,1.57,50.8,2,2,8,1,4
3,2,1,2,C,1.57,78.02,1,4,1,1,2
4,2,1,2,C,1.8,51.71,1,2,6,1,2
4,2,1,1,,1.8,73.94,1,3,6,1,2
3,2,1,2,C,,,1,3,7,1,2
3,2,1,2,C,1.65,56.7,1,2,2,2,2
4,2,1,1,H,1.73,81.65,1,1,1,1,1
5,1,3,2,E,1.68,40.82,1,1,2,2,5
4,1,2,2,E,1.6,42.18,1,2,4,4,4
7,1,4,2,E,1.6,53.07,1,3,4,2,2
4,1,2,2,E,1.68,54.43,1,3,4,3,2
6,1,3,2,E,1.75,56.25,1,3,3,3,5
5,1,3,1,,1.6,56.7,3,4,4,4,3
5,1,3,2,E,1.68,63.5,1,3,5,3,1
6,1,4,1,A,1.6,65.77,1,3,4,4,2
5,1,3,2,E,1.75,68.04,1,4,1,4,4
4,1,1,2,E,1.85,102.97,1,3,4,4,5
4,1,1,1,E,,,1,4,4,3,5
4,1,1,2,E,,,1,3,1,1,3
3,2,1,2,E,1.73,44.45,1,2,3,2,3
4,2,1,2,E,1.65,45.36,1,3,6,1,4
3,2,1,2,E,1.6,45.36,1,1,4,3,4
3,2,1,2,E,1.65,47.17,1,2,4,1,4
3,1,1,2,C E,1.63,47.63,,2,4,4,4
3,1,1,2,E,1.52,50.8,2,3,4,1,4
4,1,1,2,E,1.63,52.16,3,3,5,4,2
3,1,1,2,E,1.6,53.07,1,3,3,3,3
3,1,1,1,E,1.68,53.98,1,2,4,5,2
3,2,1,2,E,1.63,53.98,1,3,4,1,3
3,1,1,2,E,1.6,54.43,2,3,3,2,2
3,2,1,2,B,1.73,54.89,1,3,8,1,5
3,2,1,2,E,1.63,54.89,1,3,4,1,3
3,2,1,2,E,1.75,55.79,1,4,4,1,3
4,2,1,2,E,1.73,56.7,1,3,4,1,3
3,1,1,2,E,1.65,63.5,1,4,4,4,3
4,1,1,1,,1.73,65.77,1,4,1,2,4
3,2,1,2,E,1.78,66.23,1,3,4,1,5
3,2,1,2,E,1.85,68.04,1,2,6,4,4
3,1,1,2,E,1.52,70.31,1,4,5,3,5
3,2,1,1,,1.65,72.58,1,4,3,3,3
3,2,1,2,E,1.83,80.29,1,4,8,1,3
3,1,1,2,A   E,1.57,95.71,1,3,4,3,2
3,1,1,2,E,1.63,99.79,3,4,5,4,1
3,1,1,2,E,1.6,102.06,1,4,5,1,4
3,1,1,2,E,,,1,4,2,3,3
3,1,1,2,E,,,1,4,,,
4,1,1,2,E,,,3,4,1,5,1
4,2,1,2,E,1.65,40.82,1,1,4,3,1
4,1,1,2,E,1.57,44.91,1,2,5,5,1
3,2,1,2,E,1.7,48.08,1,2,5,4,2
3,1,1,2,E,1.63,49.9,1,,1,1,2
4,1,1,2,E,1.52,49.9,1,3,8,3,4
3,1,1,2,E,1.63,50.35,1,3,1,4,5
3,1,1,2,E,1.68,54.43,1,3,8,3,2
4,2,1,2,C,1.8,56.7,5,2,6,4,2
3,,1,2,E,,,1,4,4,5,3
4,1,1,2,E,1.6,58.97,1,3,4,4,4
3,2,1,2,E,1.68,60.33,1,3,5,1,2
4,2,1,2,A   E,1.73,61.24,1,3,4,1,3
3,1,1,2,E,1.75,63.5,1,3,6,2,5
4,2,1,2,E,1.65,63.5,1,4,7,2,6
3,2,1,2,E,1.83,63.96,2,2,5,3,3
3,2,1,2,E,1.75,68.04,1,3,8,1,4
3,1,1,2,E,1.6,68.04,1,3,5,4,1
3,2,1,2,E,1.73,69.85,2,4,8,5,6
6,1,3,1,,1.68,72.58,1,4,4,1,5
3,1,1,2,E,1.78,76.2,1,3,8,1,5
6,2,3,2,A   E,1.78,86.18,1,4,8,1,3
3,2,1,2,C E,1.83,88.91,1,3,8,2,2
6,1,4,1,E,1.6,44,1,2,1,4,3
4,1,2,2,E,1.55,48.08,1,3,8,4,3
5,1,3,2,E,1.7,48.54,2,2,7,4,2
4,1,2,2,E,1.57,52.16,1,3,2,3,2
5,1,3,2,C,1.68,52.62,1,1,8,4,1
5,2,3,1,C E,1.73,55.79,1,1,3,3,1
4,2,2,2,A   E,1.63,57.15,1,3,1,1,4
6,1,4,2,E,1.63,58.97,1,2,8,3,2
6,2,4,2,C,1.75,60.33,1,1,1,1,1
5,1,3,2,E,1.68,61.24,2,3,1,4,4
6,1,4,2,E,1.63,61.24,1,3,3,3,2
5,2,3,2,E,1.68,62.6,1,3,5,3,5
4,1,2,2,E,1.7,63.5,1,3,6,2,6
5,1,3,2,E,1.65,68.95,1,4,6,4,3
4,1,2,2,E,1.57,70.31,1,5,2,4,3
1,1,1,1,B,1.73,72.58,1,4,8,3,3
5,2,3,2,C E,1.85,79.38,2,2,1,1,4
6,1,4,2,E,1.73,79.38,1,3,1,3,1
7,1,4,2,E,1.73,81.65,1,,8,2,4
4,2,2,2,E,1.73,90.72,1,4,5,4,5
7,2,4,2,D,1.8,111.13,1,4,5,1,3
6,2,4,1,E,1.93,158.76,1,5,1,,
4,1,2,2,E,1.47,49.44,3,2,4,3,1
4,2,2,2,E,1.83,52.62,1,2,7,1,4
4,1,2,1,,1.63,53.07,3,3,4,2,2
4,2,1,2,E,1.73,54.43,2,3,8,3,3
5,1,2,2,E,1.6,55.34,3,2,1,5,2
4,2,2,2,E,1.75,58.97,1,2,8,1,5
5,,3,2,E,,,1,3,2,3,4
5,2,2,1,A,1.6,58.97,1,3,8,3,4
4,1,2,1,,1.6,60.78,1,3,8,2,5
4,2,2,2,C E,1.78,61.24,,1,8,1,3
4,2,2,2,E,1.78,66.68,1,3,6,4,4
5,2,2,1,,1.8,68.04,1,3,4,2,3
4,2,2,2,A   E,1.75,69.85,1,3,7,4,4
5,1,2,2,E,1.73,72.58,2,4,6,4,3
4,2,2,1,E,1.65,72.58,1,3,2,3,4
4,1,2,1,C,1.6,102.06,1,5,3,1,4
4,2,2,1,E,1.78,106.6,1,5,3,2,2
4,1,2,2,E,1.63,111.13,1,5,6,5,4
4,2,2,1,E,1.93,120.2,1,3,8,1,4
3,2,1,2,E,,,1,,6,1,5
4,1,1,2,E,,,1,3,4,3,3
3,2,1,2,B  E,1.65,47.63,1,2,6,4,4
3,1,1,1,,1.6,48.99,1,3,5,3,2
3,2,1,2,E,1.7,49.9,1,2,6,1,4
6,2,3,2,E,1.83,54.43,3,2,3,4,1
3,2,1,2,C,1.73,54.43,1,2,4,1,6
3,2,1,1,C,1.68,54.43,1,3,5,1,7
3,1,1,2,E,1.57,54.43,2,4,5,4,2
3,1,1,2,E,1.6,56.7,1,3,4,4,6
4,1,1,2,E,1.68,58.06,1,4,1,3,3
3,2,1,2,E,1.78,68.49,2,3,7,2,3
3,2,1,1,E,1.63,72.58,1,3,4,1,2
5,2,3,2,B,1.78,75.75,1,3,1,1,1
6,1,4,2,B,1.63,55.34,1,,2,,3
5,2,3,2,B,1.75,58.51,1,,8,,5
6,1,4,2,E,1.57,58.51,1,,8,,4
6,1,3,2,B,1.52,39.92,1,,8,,2
5,2,3,2,E,1.6,45.36,1,,7,,5
6,1,4,2,E,1.55,49.9,3,,1,,5
4,1,2,2,E,1.63,47.63,1,,1,,4
5,1,3,2,B,1.5,51.26,1,,3,,4
4,2,2,2,E,1.83,86.18,3,,8,,5
7,2,4,2,E,1.88,111.13,1,,4,,4
6,1,4,1,E,1.55,48.54,1,,1,,3
6,1,4,2,DE,1.68,58.97,1,,6,,3
6,1,4,2,A C E,1.63,81.65,1,,3,,4
6,2,4,2,E,1.96,99.79,,,1,,2
5,1,3,1,E,1.57,52.16,1,,2,,3
6,1,4,2,E,1.63,73.94,1,,8,,2
4,1,2,2,E,1.73,58.97,1,,5,,4
5,2,3,2,E,1.88,79.38,1,,8,,5
7,2,4,2,E,1.83,68.04,1,,5,,4
5,1,3,2,E,1.52,51.71,1,,7,,3
6,2,4,2,E,1.88,74.84,1,,8,,2
6,1,4,2,E,1.65,56.7,1,,7,,5
4,2,2,2,E,,,1,,8,,3
5,1,3,2,C,1.73,118.39,1,,1,,3
6,2,4,2,E,1.85,74.84,3,,7,,5
5,2,3,2,B  E,1.8,77.11,1,,3,,3
6,2,4,2,BC E,1.88,142.88,1,,7,,3
5,1,3,2,B DE,,,1,,8,,1
5,1,3,2,B,1.52,59.42,1,,1,,4
7,1,4,2,B,1.57,56.7,1,,4,,2
5,1,2,2,B,,,1,,5,,4
3,2,1,2,E,1.63,52.16,1,,8,,4
5,1,3,2,E,1.57,90.72,3,,6,,3
3,2,1,2,E,1.73,52.16,1,,7,,
5,1,3,2,E,1.68,90.72,1,,1,,1
5,1,3,2,E,1.57,108.86,2,,4,,5
5,1,3,2,E,1.6,63.5,1,,3,,5
5,1,3,2,B,1.6,65.77,1,,8,,5
7,2,4,2,E,1.78,68.04,1,,8,,5
7,1,4,2,B,1.52,43.09,1,,3,,2
6,1,3,2,E,1.68,58.97,1,,2,,4
6,1,4,2,E,1.65,90.72,2,,5,,2
5,1,3,2,E,1.57,49.9,1,,8,,5
5,2,3,2,E,1.75,52.16,1,,2,,5
6,2,4,2,E,1.83,68.04,1,,7,,5
5,1,3,2,E,1.73,96.62,1,,4,,1
3,,1,2,E,,,1,,1,,2
6,2,4,1,E,1.8,108.86,1,,7,,2
7,2,4,2,E,1.78,106.6,1,,4,,5
7,2,4,2,E,1.88,87.09,1,,5,,3
6,1,3,2,E,1.68,56.7,1,,6,,4
4,2,2,2,A C E,1.68,97.07,1,,1,,2
3,2,1,1,,1.55,45.36,1,,1,,7
6,2,3,2,E,1.8,68.04,1,,5,,4
5,1,2,2,E,1.63,55.79,1,,8,,2
6,2,4,2,E,1.9,74.84,1,,8,,4
3,1,1,2,E,1.7,52.16,1,,8,,5
3,2,1,2,B  E,1.73,49.9,1,,5,,6
6,1,4,2,E,1.52,77.11,1,,3,,6
6,1,4,2,E,1.63,63.5,1,,2,,2
6,1,4,2,E,1.68,81.65,1,,8,,5
6,1,4,2,C E,1.57,52.62,1,,8,,2
5,2,3,2,E,1.83,68.04,1,,8,,6
4,1,2,2,E,1.63,61.24,1,,4,,4
5,2,3,2,E,1.8,72.58,1,,8,,4
5,2,3,2,E,1.73,110.68,1,,3,,4
3,1,1,2,E,1.6,47.63,1,,1,,4
4,2,2,2,E,1.7,54.43,1,,8,,5
4,1,2,2,E,1.6,49.9,1,,5,,3
6,2,3,2,E,1.8,68.04,1,,5,,4
3,1,1,2,E,1.65,63.5,1,,8,,5
4,1,2,2,E,1.68,58.97,1,,8,,2
5,2,3,2,B,,,1,,6,,3
5,2,3,2,C E,1.83,86.18,1,,8,,2
7,1,4,2,E,1.68,81.65,1,,8,,4
6,1,4,2,E,1.78,79.38,1,,4,,5
6,1,4,2,B,1.57,52.62,1,,1,,4
6,2,4,2,E,1.7,68.04,2,,3,,4
3,2,1,2,E,1.4,43.55,1,,4,,4
4,1,2,2,B,1.57,50.8,1,,8,,5
6,1,4,2,E,1.65,99.79,1,,6,,6
5,2,3,2,E,1.88,127.01,1,,1,,2
6,1,4,2,B,1.52,58.97,1,,1,,4
6,1,4,2,C E,1.73,97.52,1,,7,,3
3,2,1,2,B,1.68,95.26,1,,2,,3
6,2,4,2,E,1.78,63.5,1,,8,,3
5,2,3,1,A   E,1.78,68.04,1,,5,,2
3,1,1,2,E,1.63,52.16,1,,6,,3
4,,2,2,E,,,1,,1,,2
4,1,2,2,B  E,1.63,47.63,,,7,,4
6,1,4,2,A   E,1.75,90.72,1,,3,,6
4,2,2,2,E,1.83,100.25,1,,3,,3
5,1,3,2,C,1.8,90.72,1,,7,,4
4,1,1,2,E,1.63,49.9,1,,5,,4
4,,2,1,A   E,,,2,,1,,3
3,2,1,2,E,1.57,54.43,1,,3,,4
5,1,3,2,E,1.68,64.86,1,,5,,4
5,2,3,2,E,1.75,59.88,1,,8,,7
6,1,4,2,E,1.55,68.04,1,,4,,5
5,2,3,2,E,1.7,70.31,,,3,,5
6,2,4,2,B,1.7,81.65,1,,4,,3
3,2,1,1,B,1.65,72.58,1,,5,,3
5,2,3,2,E,1.88,88.45,1,,6,,5
3,2,1,2,E,1.65,52.16,1,,8,,6
3,2,1,2,E,1.68,66.68,1,,7,,5
5,2,2,2,E,1.68,60.33,1,,8,,2
3,1,1,1,C E,1.63,52.16,1,,6,,2
5,1,3,2,E,1.6,67.13,1,,8,,5
5,2,3,2,B  E,1.57,44.45,,,8,,2
6,1,4,2,E,1.6,56.7,1,,7,,3
5,2,2,2,E,1.73,79.83,1,,8,,3
6,2,4,2,E,1.85,69.85,1,,8,,5
6,1,4,2,E,1.63,47.63,2,,4,,4
4,2,2,2,E,1.73,54.43,1,,8,,5
3,1,1,2,E,,,1,,6,,6
4,1,2,2,B,1.5,46.27,1,,4,,7
6,2,4,2,E,1.78,99.79,1,,6,,2
7,2,4,2,E,1.75,72.58,1,,8,,4
3,1,1,1,C,1.6,83.92,3,,1,,2
6,1,4,1,E,1.6,47.63,1,,2,,3
6,2,3,2,E,1.88,95.26,1,,1,,2
3,2,1,2,E,1.3,42.18,1,,1,,1
7,2,4,2,E,1.78,66.68,1,,5,,4
4,2,2,2,E,1.7,52.62,1,,7,,5
6,1,4,2,E,1.63,54.43,1,,1,,4
4,1,2,2,C,1.57,58.06,1,,8,,4
4,2,2,2,E,1.8,54.43,1,,7,,7
5,1,3,2,B,1.63,52.62,1,,6,,5
6,1,4,1,B  E,1.6,58.06,3,,8,,2
6,1,4,2,B,1.55,61.24,1,,8,,3
3,1,1,2,E,1.7,58.97,1,,6,,5
3,1,1,2,B,1.55,54.43,1,,1,,3
3,2,1,2,E,1.85,96.16,,,8,,4
3,2,1,2,DE,1.8,55.34,1,,8,,3
5,1,2,2,E,,,1,,1,,2
7,1,4,2,E,1.52,72.58,1,,4,,5
4,1,2,2,E,1.6,45.36,1,,8,,1
5,1,2,2,E,1.68,57.15,1,,6,,3
6,1,3,2,E,1.63,95.26,4,,4,,1
4,1,2,2,E,1.63,63.96,1,,6,,5
6,1,3,2,E,1.63,51.71,1,,6,,4
5,2,3,2,E,1.75,58.97,1,,6,,4
6,2,4,2,C,1.85,81.65,1,,8,,6
4,1,2,2,E,1.63,52.16,2,,7,,4
3,1,1,2,E,1.6,47.17,1,,8,,4
4,2,2,2,E,1.88,74.84,1,,7,,4
3,1,1,2,E,1.7,48.54,1,,4,,6
5,2,2,2,E,1.68,68.04,1,,3,,3
4,2,1,2,E,1.68,52.16,4,,8,,6
4,2,2,2,C,1.68,52.16,3,,8,,5
3,1,1,2,E,1.7,53.52,1,,4,,3
3,,1,2,E,,,1,,8,,7
4,1,2,2,C,1.6,49.44,1,,8,,3
3,1,1,2,E,1.63,50.8,1,,6,,4
5,1,3,2,E,1.73,61.24,1,,8,,2
4,1,2,2,E,1.65,54.43,2,,8,,3
4,2,2,2,E,1.8,63.5,1,,5,,3
6,1,4,2,E,1.7,70.31,4,,1,,3
4,1,2,2,E,1.55,47.63,4,,1,,5
6,1,4,2,C E,1.65,68.04,1,,4,,3
6,1,4,2,C E,1.73,56.7,1,,6,,4
5,2,3,2,C E,1.83,68.49,1,,8,,4
5,2,3,2,,,,1,,1,,1
5,2,3,2,E,1.88,65.77,1,,7,,6
6,2,3,2,E,1.9,72.58,1,,8,,1
3,1,1,2,C,1.6,68.04,1,,8,,6
5,1,3,2,B  E,1.75,63.5,3,,7,,4
6,1,4,2,E,1.68,86.18,1,,1,,2
6,2,4,2,E,1.83,63.5,3,,1,,4
4,1,2,2,E,,,1,,8,,4
3,1,1,2,B,,,1,,8,,5
5,2,3,2,E,1.73,72.58,1,,5,,5
3,2,1,2,B  E,1.68,81.65,1,,6,,2
4,1,2,2,E,1.57,65.77,2,,2,,2
6,1,4,2,E,1.6,45.36,1,,6,,4
7,2,4,2,C,1.73,85.73,1,,8,,2
4,2,2,2,E,1.75,61.24,1,,7,,3
5,2,3,2,B,1.63,54.43,1,,6,,3
7,2,4,2,B,1.63,60.33,1,,4,,3
3,1,1,2,E,1.7,70.31,1,,8,,3
3,1,1,2,C,1.6,52.16,1,,1,,4
5,1,2,2,B,1.52,43.09,1,,8,,3
4,2,1,2,E,1.78,83.92,1,,8,,2
3,2,1,2,E,1.73,54.43,1,,7,,4
3,2,1,2,E,1.83,90.72,1,,8,,5
4,2,2,2,B,1.63,57.15,1,,5,,4
5,2,2,2,E,1.75,53.07,1,,8,,4
4,2,2,2,,1.75,46.27,1,,8,,5
3,2,1,2,E,1.73,83.46,1,,7,,4
3,1,1,2,E,1.65,59.88,1,,5,,4
3,2,1,2,C,1.65,77.11,1,,8,,4
3,2,1,2,E,1.68,49.9,1,,1,,4
4,1,2,2,C E,1.65,60.78,1,,6,,3
7,2,4,2,B,1.6,88.91,1,,2,,4
3,1,1,2,E,1.7,73.94,2,,8,,3
3,1,1,2,E,1.73,90.72,1,,6,,5
4,1,2,2,C E,1.65,55.34,1,,1,,1
4,1,2,2,E,1.73,81.65,2,,8,,3
3,2,1,2,E,1.7,68.04,1,,8,,5
3,2,1,2,E,1.7,102.06,1,,3,,2
5,2,3,2,E,1.9,136.08,1,,6,,2
6,,3,2,E,,,1,,1,,2
4,1,2,2,E,1.6,53.07,1,,4,,4
6,2,4,2,E,1.78,66.23,1,,6,,2
5,2,3,2,E,,,1,,3,,4
3,1,1,2,E,1.75,56.7,1,,3,,4
3,2,1,2,B,1.65,86.18,1,,4,,3
7,1,4,2,E,1.6,49.44,1,,3,,7
5,2,3,2,E,1.78,88.45,1,,8,,5
4,2,2,2,E,1.85,70.31,1,,8,,3
4,1,2,2,E,1.65,67.13,1,,7,,4
4,2,2,2,E,1.7,68.04,1,,7,,3
4,1,2,2,E,1.63,58.97,3,,6,,3
6,2,4,2,E,1.9,77.11,1,,8,,5
5,2,3,2,C,1.88,81.65,1,,8,,3
6,1,4,2,A   E,1.63,59.88,1,,7,,3
4,1,2,2,E,1.75,58.51,2,,8,,4
5,2,3,2,E,1.75,54.43,1,,4,,3
5,2,3,2,E,1.9,81.65,1,,8,,4
4,2,2,1,C E,1.8,56.7,3,,6,,3
4,1,2,2,E,1.52,54.43,1,,5,,3
4,1,1,2,A   E,1.6,53.52,1,,6,,4
5,2,3,2,E,1.83,83.92,1,,8,,5
5,2,2,2,B,1.68,54.43,1,,2,,4
4,1,2,2,A,,,1,,4,,4
4,1,2,2,E,1.57,61.24,1,,5,,4
3,2,1,2,E,1.75,66.23,1,,8,,4
4,1,1,2,E,1.57,54.43,2,,6,,4
4,1,2,2,E,1.6,52.16,1,,6,,5
6,1,3,2,E,1.63,74.84,1,,6,,5
3,2,1,2,E,1.75,61.24,1,,8,,5
4,2,2,2,E,1.55,63.5,3,,8,,2
3,2,1,2,E,1.8,79.38,1,,1,,2
3,2,1,2,E,1.8,58.97,1,,6,,6
3,2,1,2,B,1.75,88.91,1,,7,,3
6,1,4,2,E,1.55,54.43,1,,5,,3
4,1,1,2,E,1.73,73.48,1,,1,,3
5,2,3,2,E,1.7,49.9,1,,7,,3
5,2,3,2,A   E,1.63,47.63,1,,8,,5
3,2,1,2,E,1.6,49.9,1,,8,,4
4,1,1,2,E,1.57,53.98,1,,8,,3
4,2,2,2,C,1.83,81.65,1,,6,,4
4,2,2,2,C,,,1,,4,,3
4,2,2,1,,1.68,48.54,1,,8,,4
4,2,2,2,B,1.57,49.9,1,,1,,3
3,1,1,2,E,1.52,40.82,1,,1,,5
5,1,2,2,E,1.6,63.5,1,,7,,4
4,1,2,1,E,1.57,49.9,1,,8,,4
6,2,3,2,E,,,1,,8,,4
5,1,3,2,C,1.73,68.49,1,,6,,4
4,2,2,2,E,,,1,,2,,5
5,1,3,2,E,1.73,54.43,1,,8,,4
3,2,1,2,E,1.7,44,1,,7,,5
4,1,2,2,B,1.57,43.09,1,,8,,4
4,2,2,2,E,1.78,81.65,1,,8,,6
3,2,1,2,E,1.65,65.77,1,,4,,4
5,1,3,2,E,1.65,70.31,1,,5,,3
4,1,1,2,E,1.63,63.5,1,,1,,4
3,2,1,2,E,1.83,81.65,1,,8,,6
4,2,1,2,E,1.68,74.84,1,,6,,6
3,1,1,1,,1.52,61.24,1,,2,,3
3,2,1,2,B,1.7,51.26,1,,8,,3
3,2,1,2,E,1.93,74.84,1,,8,,5
7,1,4,2,E,1.6,56.7,1,,1,,7
5,2,3,2,E,1.78,70.31,1,,8,,3
3,1,1,2,E,1.65,48.54,1,,3,,4
4,1,2,2,E,,,1,,1,,3
3,2,1,2,E,1.6,50.8,1,,7,,5
3,1,1,2,B,1.47,40.82,1,,4,,3
3,1,1,2,E,1.68,62.6,1,,7,,5
5,1,3,2,E,1.65,72.58,1,,1,,2
3,2,1,2,E,1.7,49.9,1,,8,,6
3,1,1,2,E,1.73,70.31,1,,4,,2
6,1,3,1,,1.52,43.09,2,,1,,1
3,1,1,2,E,1.7,62.6,1,,7,,4
3,1,1,2,E,1.63,63.5,1,,4,,2
3,2,1,2,E,1.75,63.5,1,,7,,4
3,2,1,2,E,1.75,98.43,1,,6,,5
3,1,1,2,B,1.6,56.7,1,,6,,3
4,1,1,2,B,1.52,63.5,1,,5,,5
3,1,1,2,E,1.63,75.75,1,,8,,3
5,2,3,1,,,,1,,1,,5
3,2,1,2,B,1.7,61.24,1,,5,,5
4,1,1,2,B  E,1.63,56.25,,,8,,3
3,2,1,2,E,1.75,68.04,1,,8,,4
5,2,2,2,E,1.63,81.65,1,,8,,7
4,2,2,2,E,1.78,71.67,1,,8,,6
5,1,3,2,E,1.7,49.9,1,,3,,4
3,2,1,2,B,1.63,40.82,1,,8,,5
4,1,2,2,E,1.63,47.63,1,,2,,3
3,2,1,2,E,1.83,54.43,1,,6,,1
7,2,4,2,E,1.85,68.04,1,,7,,2
3,2,1,2,B,1.73,54.43,1,,8,,6
3,1,1,2,C,1.52,40.82,1,,6,,4
3,1,1,2,E,,,1,,2,,3
3,2,1,2,E,1.73,56.7,1,,4,,4
4,1,2,2,E,1.68,44.91,1,,4,,1
4,2,2,2,C,1.7,58.97,1,,3,,4
